sample_id	dataset_id	library_size	biofluid	reads_used_for_alignment	miRNA_sense_counts	low_miRNA_flag
sample_Sample_S_002_PC02_CACGAT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	39931.0	Saliva	6059441.0	39931.0	True
sample_Sample_S_004_BC01_CACTCA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	76655.0	Saliva	4389058.0	76655.0	True
sample_Sample_S_004_GC11_GGTAGC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	13514.0	Saliva	5275628.0	13514.0	True
sample_Sample_S_004_GC12_CACCGG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	80190.00000000001	Saliva	4931661.0	80190.0	True
sample_Sample_S_005_BC01_CAAAAG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	35730.0	Saliva	4771782.0	35730.0	True
sample_Sample_S_005_GC07_CAGATC_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	29645.999999999996	Saliva	12916201.0	29646.0	True
sample_Sample_S_006_BC01_CAGGCG_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	29139.0	Saliva	20181722.0	29139.0	True
sample_Sample_S_006_GC06_CCGTCC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	8331.0	Saliva	4817156.0	8331.0	True
sample_Sample_S_006_GC07_GTAGAG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	133702.0	Saliva	6527522.0	133702.0	False
sample_Sample_S_006_GC11_CACGAT_R1_001_fastq	EXR-KJENS1RID1-AN	84510.99999999999	Saliva	8220859.0	84511.0	True
sample_Sample_S_007_BC01_CTATAC_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	97023.0	Saliva	18986014.0	97023.0	True
sample_Sample_S_007_GC05_TAATCG_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	42324.0	Saliva	16352273.0	42324.0	True
sample_Sample_S_007_GC07_ATCACG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	20001.999999999996	Saliva	14170053.0	20002.0	True
sample_Sample_S_007_GC10_TATAAT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	26350.999999999996	Saliva	5125818.0	26351.0	True
sample_Sample_S_007_PC02_TACAGC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	11908.0	Saliva	5933195.0	11908.0	True
sample_Sample_S_011_BC01_ATGAGC_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	35463.0	Saliva	22462532.0	35463.0	True
sample_Sample_S_011_GC07_CACCGG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	311960.00000000006	Saliva	53875495.0	311960.0	False
sample_Sample_S_013_BC01_TATAAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	105939.0	Saliva	9633104.0	105939.0	False
sample_Sample_S_013_GC15_CAAAAG_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	326299.00000000006	Saliva	12489001.0	326299.0	False
sample_Sample_S_014_BC01_CAACTA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	3272.0	Saliva	6319697.0	3272.0	True
sample_Sample_S_014_GC06_AGTTCC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	32890.00000000001	Saliva	6304425.0	32890.0	True
sample_Sample_S_022_BC01_CGATGT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	497298.99999999994	Saliva	13110098.0	497299.0	False
sample_Sample_S_022_GC17_GTGAAA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	103480.99999999999	Saliva	20422479.0	103481.0	False
sample_Sample_S_023_PC02_TCGGCA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	9020.0	Saliva	5858697.0	9020.0	True
sample_Sample_S_024_PC02_TCATTC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	6796.999999999999	Saliva	6168018.0	6797.0	True
sample_Sample_S_031_BC01_GAGTGG_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	422126.0	Saliva	24534288.0	422126.0	False
sample_Sample_S_031_BC01_Yr2_CACGAT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	108460.0	Saliva	15854999.0	108460.0	False
sample_Sample_S_031_GC16_GACGAC_R1_001_fastq	EXR-KJENS1RID1-AN	63722.0	Saliva	7451149.0	63722.0	True
sample_Sample_S_039_BC01_TAATCG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	17946.0	Saliva	9134636.0	17946.0	True
sample_Sample_S_039_GC06_CGGAAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	1984.0	Saliva	7457636.0	1984.0	True
sample_Sample_S_042_BC01_CACCGG_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	293695.0	Saliva	28710693.0	293695.0	False
sample_Sample_S_044_BC01_CGTACG_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	20944.999999999996	Saliva	33923084.0	20945.0	True
sample_Sample_S_044_GC16_CATGGC_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	50396.0	Saliva	11896305.0	50396.0	True
sample_Sample_S_045_BC01_TACAGC_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	34385.0	Saliva	12706062.0	34385.0	True
sample_Sample_S_045_GC14_CACCGG_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	89402.99999999999	Saliva	76903090.0	89403.0	True
sample_Sample_S_046_GC07_CTATAC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	17536.000000000004	Saliva	8287345.0	17536.0	True
sample_Sample_S_046_GC09_TCATTC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	178077.0	Saliva	27579498.0	178077.0	False
sample_Sample_S_046_GC10_CAACTA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	140495.0	Saliva	21765336.0	140495.0	False
sample_Sample_S_046_GC11_CAGGCG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	770.0	Saliva	14365.0	770.0	True
sample_Sample_S_048_GC07_TCCCGA_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	128135.0	Saliva	18435404.0	128135.0	False
sample_Sample_S_048_GC08_CGATGT_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	88132.0	Saliva	22480566.0	88132.0	True
sample_Sample_S_048_GC14_CTAGCT_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	28693.0	Saliva	22228664.0	28693.0	True
sample_Sample_S_170_PC02_TCCCGA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	9615.0	Saliva	2329708.0	9615.0	True
sample_Sample_S_223_BC01_Yr2_CACTCA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	87518.00000000001	Saliva	15475510.0	87518.0	True
sample_Sample_U_001_PC02_CGATGT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	130920.0	Urine	7749904.0	130920.0	False
sample_Sample_U_002_PC02_ACAGTG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	369480.99999999994	Urine	4314189.0	369481.0	False
sample_Sample_U_004_BC01_GAGTGG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	131772.0	Urine	5685916.0	131772.0	False
sample_Sample_U_004_GC11_TTAGGC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	29449.0	Urine	12996882.0	29449.0	True
sample_Sample_U_004_GC12_GTGGCC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	214512.0	Urine	6055951.0	214512.0	False
sample_Sample_U_005_BC01_CTCAGA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	236138.0	Urine	4630601.0	236138.0	False
sample_Sample_U_005_GC07_CAACTA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	357224.0	Urine	12740154.0	357224.0	False
sample_Sample_U_006_BC01_CGGAAT_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	126299.0	Urine	18876123.0	126299.0	False
sample_Sample_U_006_GC06_ATCACG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	68781.0	Urine	7384060.0	68781.0	True
sample_Sample_U_006_GC07_AGTCAA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	119494.99999999999	Urine	23194360.0	119495.0	False
sample_Sample_U_006_GC11_ATTCCT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	1638086.9999999998	Urine	21682576.0	1638087.0	False
sample_Sample_U_007_BC01_TCGGCA_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	194382.0	Urine	18002737.0	194382.0	False
sample_Sample_U_007_GC05_ACTGAT_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	223026.0	Urine	9559712.0	223026.0	False
sample_Sample_U_007_GC07_CGTACG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	8312.0	Urine	4000566.0	8312.0	True
sample_Sample_U_007_GC10_ACTGAT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	82017.00000000001	Urine	12501532.0	82017.0	True
sample_Sample_U_007_PC02_TTAGGC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	20244.0	Urine	6660601.0	20244.0	True
sample_Sample_U_008_BC01_Yr2_TATAAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	140444.00000000003	Urine	10922433.0	140444.0	False
sample_Sample_U_008_GC06_Yr2_CTATAC_R1_001_fastq	EXR-KJENS1RID1-AN	144687.00000000003	Urine	10018513.0	144687.0	False
sample_Sample_U_008_GC08_Yr2_GTGAAA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	90625.0	Urine	8151189.0	90625.0	True
sample_Sample_U_010_GC02_Yr2_TACAGC_R1_001_fastq	EXR-KJENS1RID1-AN	18904.999999999993	Urine	8150991.0	18905.0	True
sample_Sample_U_010_GC03_Yr2_CAGATC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	126280.00000000001	Urine	11847708.0	126280.0	False
sample_Sample_U_010_GC05_Yr2_ATCACG_R1_001_fastq	EXR-KJENS1RID1-AN	238972.0	Urine	4752874.0	238972.0	False
sample_Sample_U_010_GC06_Yr2_CAGATC_R1_001_fastq	EXR-KJENS1RID1-AN	134948.0	Urine	2161828.0	134948.0	False
sample_Sample_U_010_GC07_Yr2_CCAACA_R1_001_fastq	EXR-KJENS1RID1-AN	396172.99999999994	Urine	2234224.0	396173.0	False
sample_Sample_U_011_BC01_CACTCA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	159897.0	Urine	13404074.0	159897.0	False
sample_Sample_U_011_GC02_Yr2_AGTCAA_R1_001_fastq	EXR-KJENS1RID1-AN	8548.0	Urine	8609594.0	8548.0	True
sample_Sample_U_011_GC03_Yr2_AGTTCC_R1_001_fastq	EXR-KJENS1RID1-AN	30564.000000000004	Urine	6528060.0	30564.0	True
sample_Sample_U_011_GC05_Yr2_ACTTGA_R1_001_fastq	EXR-KJENS1RID1-AN	114143.00000000001	Urine	11404401.0	114143.0	False
sample_Sample_U_011_GC06_Yr2_GTAGAG_R1_001_fastq	EXR-KJENS1RID1-AN	78497.0	Urine	5602059.0	78497.0	True
sample_Sample_U_011_GC07_GAGTGG_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	29815.999999999996	Urine	21150926.0	29816.0	True
sample_Sample_U_011_GC07_Yr2_GTCCGC_R1_001_fastq	EXR-KJENS1RID1-AN	369649.0	Urine	3747237.0	369649.0	False
sample_Sample_U_011_GC08_Yr2_CGATGT_R1_001_fastq	EXR-KJENS1RID1-AN	434336.0	Urine	8382174.0	434336.0	False
sample_Sample_U_013_BC01_ATTCCT_R1_001_fastq	EXR-KJENS1RID1-AN	990283.9999999999	Urine	9029830.0	990284.0	False
sample_Sample_U_013_GC02_Yr2_TCCCGA_R1_001_fastq	EXR-KJENS1RID1-AN	15696.0	Urine	9038921.0	15696.0	True
sample_Sample_U_013_GC03_Yr2_GTTTCG_R1_001_fastq	EXR-KJENS1RID1-AN	16514.0	Urine	3979015.0	16514.0	True
sample_Sample_U_013_GC06_Yr2_CAAAAG_R1_001_fastq	EXR-KJENS1RID1-AN	157349.0	Urine	5906730.0	157349.0	False
sample_Sample_U_013_GC07_Yr2_CTATAC_R1_001_fastq	EXR-KJENS1RID1-AN	8593.0	Urine	5320883.0	8593.0	True
sample_Sample_U_013_GC08_Yr2_TGACCA_R1_001_fastq	EXR-KJENS1RID1-AN	42424.0	Urine	491725.0	42424.0	True
sample_Sample_U_013_GC15_ATCACG_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	397982.0	Urine	17630537.0	397982.0	False
sample_Sample_U_014_BC01_GACGAC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	213942.0	Urine	4560997.0	213942.0	False
sample_Sample_U_014_BC01_Yr2_CCAACA_R1_001_fastq	EXR-KJENS1RID1-AN	5213.0	Urine	3197544.0	5213.0	True
sample_Sample_U_014_GC02_Yr2_TTAGGC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	130472.99999999999	Urine	10647332.0	130473.0	False
sample_Sample_U_014_GC05_Yr2_ATGTCA_R1_001_fastq	EXR-KJENS1RID1-AN	294856.0	Urine	10065835.0	294856.0	False
sample_Sample_U_014_GC06_GTTTCG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	62180.0	Urine	8410896.0	62180.0	True
sample_Sample_U_014_GC06_Yr2_CACTCA_R1_001_fastq	EXR-KJENS1RID1-AN	19841.0	Urine	4599091.0	19841.0	True
sample_Sample_U_015_BC01_Yr2_GTGGCC_R1_001_fastq	EXR-KJENS1RID1-AN	85500.0	Urine	3708792.0	85500.0	True
sample_Sample_U_019_GC02_Yr2_CACTCA_R1_001_fastq	EXR-KJENS1RID1-AN	757325.0000000001	Urine	5313928.0	757325.0	False
sample_Sample_U_019_GC03_Yr2_CGTACG_R1_001_fastq	EXR-KJENS1RID1-AN	22298.999999999996	Urine	4803625.0	22299.0	True
sample_Sample_U_019_GC05_Yr2_CAGATC_R1_001_fastq	EXR-KJENS1RID1-AN	447910.99999999994	Urine	5427181.0	447911.0	False
sample_Sample_U_022_BC01_CCAACA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	448862.99999999994	Urine	7643371.0	448863.0	False
sample_Sample_U_022_BC01_Yr2_CGTACG_R1_001_fastq	EXR-KJENS1RID1-AN	326279.99999999994	Urine	4869935.0	326280.0	False
sample_Sample_U_022_GC02_Yr2_CGGAAT_R1_001_fastq	EXR-KJENS1RID1-AN	16865.999999999996	Urine	3300445.0	16866.0	True
sample_Sample_U_022_GC03_Yr2_CAGATC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	121894.0	Urine	15732996.0	121894.0	False
sample_Sample_U_022_GC06_Yr2_GATCAG_R1_001_fastq	EXR-KJENS1RID1-AN	342076.0	Urine	35742922.0	342076.0	False
sample_Sample_U_022_GC07_Yr2_ATCACG_R1_001_fastq	EXR-KJENS1RID1-AN	103630.0	Urine	5914335.0	103630.0	False
sample_Sample_U_022_GC08_Yr2_GCCAAT_R1_001_fastq	EXR-KJENS1RID1-AN	19681.0	Urine	1996399.0	19681.0	True
sample_Sample_U_022_GC17_GCCAAT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	112619.0	Urine	13176037.0	112619.0	False
sample_Sample_U_023_PC02_ACTTGA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	40381.0	Urine	19097885.0	40381.0	True
sample_Sample_U_024_GC02_Yr2_GATCAG_R1_001_fastq	EXR-KJENS1RID1-AN	352560.0	Urine	5434923.0	352560.0	False
sample_Sample_U_024_GC03_Yr2_CACCGG_R1_001_fastq	EXR-KJENS1RID1-AN	20537.999999999996	Urine	362887.0	20538.0	True
sample_Sample_U_024_GC06_Yr2_ACTTGA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	173920.0	Urine	5510334.0	173920.0	False
sample_Sample_U_024_GC07_Yr2_ACTGAT_R1_001_fastq	EXR-KJENS1RID1-AN	534562.0	Urine	2953258.0	534562.0	False
sample_Sample_U_024_GC08_Yr2_CAGATC_R1_001_fastq	EXR-KJENS1RID1-AN	89928.99999999999	Urine	341658.0	89929.0	True
sample_Sample_U_024_PC02_GTAGAG_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	601915.0	Urine	7874021.0	601915.0	False
sample_Sample_U_025_GC03_Yr2_TTAGGC_R1_001_fastq	EXR-KJENS1RID1-AN	22900.0	Urine	2871708.0	22900.0	True
sample_Sample_U_025_GC06_Yr2_CGGAAT_R1_001_fastq	EXR-KJENS1RID1-AN	90653.0	Urine	5204437.0	90653.0	True
sample_Sample_U_025_GC07_Yr2_TCCCGA_R1_001_fastq	EXR-KJENS1RID1-AN	24968.999999999996	Urine	5571216.0	24969.0	True
sample_Sample_U_025_GC08_Yr2_CACCGG_R1_001_fastq	EXR-KJENS1RID1-AN	129939.00000000001	Urine	5874009.0	129939.0	False
sample_Sample_U_029_BC01_Yr2_CAGGCG_R1_001_fastq	EXR-KJENS1RID1-AN	1811.0	Urine	248102.0	1811.0	True
sample_Sample_U_029_GC02_Yr2_CTAGCT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	123557.0	Urine	11606875.0	123557.0	False
sample_Sample_U_029_GC03_Yr2_CAGGCG_R1_001_fastq	EXR-KJENS1RID1-AN	10110.0	Urine	8153736.0	10110.0	True
sample_Sample_U_029_GC05_Yr2_TTAGGC_R1_001_fastq	EXR-KJENS1RID1-AN	108510.00000000001	Urine	4682089.0	108510.0	False
sample_Sample_U_029_GC06_Yr2_CATGGC_R1_001_fastq	EXR-KJENS1RID1-AN	6043.0	Urine	3287593.0	6043.0	True
sample_Sample_U_029_GC07_Yr2_TCATTC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	95395.0	Urine	11626175.0	95395.0	True
sample_Sample_U_029_GC08_Yr2_CCGTCC_R1_001_fastq	EXR-KJENS1RID1-AN	84294.0	Urine	15078569.0	84294.0	True
sample_Sample_U_030_BC01_Yr2_CACTCA_R1_001_fastq	EXR-KJENS1RID1-AN	1855.0	Urine	93953.0	1855.0	True
sample_Sample_U_030_GC02_Yr2_CTCAGA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	122174.99999999999	Urine	14202218.0	122175.0	False
sample_Sample_U_030_GC03_Yr2_ACTTGA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	143078.00000000003	Urine	14034069.0	143078.0	False
sample_Sample_U_030_GC05_Yr2_GTGGCC_R1_001_fastq	EXR-KJENS1RID1-AN	578663.0	Urine	12541778.0	578663.0	False
sample_Sample_U_030_GC07_Yr2_TAATCG_R1_001_fastq	EXR-KJENS1RID1-AN	181340.00000000003	Urine	3775417.0	181340.0	False
sample_Sample_U_030_GC08_Yr2_CATTTT_R1_001_fastq	EXR-KJENS1RID1-AN	152543.00000000003	Urine	2366628.0	152543.0	False
sample_Sample_U_031_BC01_ATGAGC_R1_001_fastq	EXR-KJENS1RID1-AN	594045.0	Urine	21587358.0	594045.0	False
sample_Sample_U_031_BC01_Yr2_GCCAAT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	355952.0	Urine	12525139.0	355952.0	False
sample_Sample_U_031_GC08_Yr2_GGCTAC_R1_001_fastq	EXR-KJENS1RID1-AN	7679.0	Urine	511071.0	7679.0	True
sample_Sample_U_031_GC16_GGTAGC_R1_001_fastq	EXR-KJENS1RID1-AN	56341.99999999999	Urine	5067610.0	56342.0	True
sample_Sample_U_036_BC01_Yr2_CAACTA_R1_001_fastq	EXR-KJENS1RID1-AN	34274.0	Urine	6452427.0	34274.0	True
sample_Sample_U_036_GC06_Yr2_CGATGT_R1_001_fastq	EXR-KJENS1RID1-AN	257933.0	Urine	8294419.0	257933.0	False
sample_Sample_U_036_GC08_Yr2_ATGAGC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	103356.99999999999	Urine	10580278.0	103357.0	False
sample_Sample_U_039_BC01_ACTGAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	5195.0	Urine	653231.0	5195.0	True
sample_Sample_U_039_GC02_Yr2_ATCACG_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	186722.0	Urine	10011059.0	186722.0	False
sample_Sample_U_039_GC06_CAGATC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	240241.0	Urine	6262052.0	240241.0	False
sample_Sample_U_039_GC07_Yr2_ATTCCT_R1_001_fastq	EXR-KJENS1RID1-AN	279202.0	Urine	7681764.0	279202.0	False
sample_Sample_U_042_BC01_CTATAC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	25438.000000000004	Urine	9158628.0	25438.0	True
sample_Sample_U_044_BC01_GGCTAC_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	25591.999999999996	Urine	18770448.0	25592.0	True
sample_Sample_U_044_GC16_TCATTC_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	47649.0	Urine	20351726.0	47649.0	True
sample_Sample_U_045_BC01_TCGAAG_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	114225.0	Urine	17811532.0	114225.0	False
sample_Sample_U_045_BC01_Yr2_ACTGAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	92260.0	Urine	19518666.0	92260.0	True
sample_Sample_U_045_GC02_Yr2_GTCCGC_R1_001_fastq	EXR-KJENS1RID1-AN	10041.0	Urine	8681921.0	10041.0	True
sample_Sample_U_045_GC03_Yr2_GAGTGG_R1_001_fastq	EXR-KJENS1RID1-AN	3291.0	Urine	2373721.0	3291.0	True
sample_Sample_U_045_GC05_Yr2_GGTAGC_R1_001_fastq	EXR-KJENS1RID1-AN	16199.0	Urine	7846949.0	16199.0	True
sample_Sample_U_045_GC06_Yr2_GAGTGG_R1_001_fastq	EXR-KJENS1RID1-AN	3210.9999999999995	Urine	454645.0	3211.0	True
sample_Sample_U_045_GC07_Yr2_TAGCTT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	205407.00000000003	Urine	6450704.0	205407.0	False
sample_Sample_U_045_GC08_Yr2_GCCAAT_R1_001_fastq	EXR-KJENS1RID1-AN	16414.0	Urine	9063028.0	16414.0	True
sample_Sample_U_045_GC14_CACTCA_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	46497.0	Urine	23883146.0	46497.0	True
sample_Sample_U_046_GC07_ATTCCT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	29959.0	Urine	6241841.0	29959.0	True
sample_Sample_U_046_GC09_ATTCCT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	138406.0	Urine	6908904.0	138406.0	False
sample_Sample_U_046_GC10_CTCAGA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	55468.99999999999	Urine	6340632.0	55469.0	True
sample_Sample_U_046_GC11_CCAACA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	148841.99999999997	Urine	11094821.0	148842.0	False
sample_Sample_U_048_GC07_CACGAT_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	43203.0	Urine	9040066.0	43203.0	True
sample_Sample_U_048_GC08_GTTTCG_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	116681.0	Urine	10490511.0	116681.0	False
sample_Sample_U_048_GC14_CATTTT_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	248056.0	Urine	23372493.0	248056.0	False
sample_Sample_U_049_BC01_Yr2_CTAGCT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	801542.0	Urine	51908671.0	801542.0	False
sample_Sample_U_049_GC02_Yr2_ACAGTG_R1_001_fastq	EXR-KJENS1RID1-AN	122248.0	Urine	5021080.0	122248.0	False
sample_Sample_U_049_GC03_Yr2_CAACTA_R1_001_fastq	EXR-KJENS1RID1-AN	104111.0	Urine	5115673.0	104111.0	False
sample_Sample_U_049_GC05_Yr2_ACAGTG_R1_001_fastq	EXR-KJENS1RID1-AN	130501.0	Urine	6713064.0	130501.0	False
sample_Sample_U_049_GC07_Yr2_CTTGTA_R1_001_fastq	EXR-KJENS1RID1-AN	36337.00000000001	Urine	41762965.0	36337.0	True
sample_Sample_U_049_GC08_Yr2_CTTGTA_R1_001_fastq	EXR-KJENS1RID1-AN	735516.0000000001	Urine	8004798.0	735516.0	False
sample_Sample_U_049_PC01_Yr2_CACCGG_R1_001_fastq	EXR-KJENS1RID1-AN	485011.0	Urine	6650357.0	485011.0	False
sample_Sample_U_170_PC02_TAGCTT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	696152.0000000001	Urine	6148985.0	696152.0	False
sample_Sample_U_201_BC01_Yr2_GATCAG_R1_001_fastq	EXR-KJENS1RID1-AN	112636.0	Urine	6520720.0	112636.0	False
sample_Sample_U_201_GC02_Yr2_CACGAT_R1_001_fastq	EXR-KJENS1RID1-AN	28877.999999999996	Urine	8898179.0	28878.0	True
sample_Sample_U_201_GC03_Yr2_CACGAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	112447.99999999999	Urine	10879822.0	112448.0	False
sample_Sample_U_201_GC06_Yr2_CATGGC_R1_001_fastq	EXR-KJENS1RID1-AN	218993.99999999997	Urine	12417389.0	218994.0	False
sample_Sample_U_201_GC07_Yr2_GGCTAC_R1_001_fastq	EXR-KJENS1RID1-AN	27192.0	Urine	1907185.0	27192.0	True
sample_Sample_U_201_GC08_Yr2_TGACCA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	99238.0	Urine	7866076.0	99238.0	True
sample_Sample_U_202_BC01_Yr2_GGCTAC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	123268.99999999999	Urine	9525977.0	123269.0	False
sample_Sample_U_202_GC02_Yr2_TCGAAG_R1_001_fastq	EXR-KJENS1RID1-AN	97769.0	Urine	2973396.0	97769.0	True
sample_Sample_U_202_GC03_Yr2_GTAGAG_R1_001_fastq	EXR-KJENS1RID1-AN	171560.0	Urine	3330796.0	171560.0	False
sample_Sample_U_202_GC08_Yr2_ACAGTG_R1_001_fastq	EXR-KJENS1RID1-AN	21854.0	Urine	5740590.0	21854.0	True
sample_Sample_U_202_PC01_Yr2_GCCAAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	73986.0	Urine	18297420.0	73986.0	True
sample_Sample_U_203_BC01_Yr2_TGACCA_R1_001_fastq	EXR-KJENS1RID1-AN	4353.0	Urine	2241164.0	4353.0	True
sample_Sample_U_203_GC02_Yr2_ACTTGA_R1_001_fastq	EXR-KJENS1RID1-AN	24620.0	Urine	5584637.0	24620.0	True
sample_Sample_U_203_GC03_Yr2_GGTAGC_R1_001_fastq	EXR-KJENS1RID1-AN	11065.0	Urine	5362126.0	11065.0	True
sample_Sample_U_203_GC05_Yr2_CATGGC_R1_001_fastq	EXR-KJENS1RID1-AN	227697.00000000003	Urine	5981647.0	227697.0	False
sample_Sample_U_203_GC06_Yr2_GTTTCG_R1_001_fastq	EXR-KJENS1RID1-AN	89957.0	Urine	6494111.0	89957.0	True
sample_Sample_U_203_GC07_Yr2_GGTAGC_R1_001_fastq	EXR-KJENS1RID1-AN	9568.0	Urine	8487158.0	9568.0	True
sample_Sample_U_204_BC01_Yr2_CGATGT_R1_001_fastq	EXR-KJENS1RID1-AN	6868.0	Urine	1236012.0	6868.0	True
sample_Sample_U_204_GC08_Yr2_ATCACG_R1_001_fastq	EXR-KJENS1RID1-AN	184949.0	Urine	5379871.0	184949.0	False
sample_Sample_U_205_BC01_Yr2_CCGTCC_R1_001_fastq	EXR-KJENS1RID1-AN	211362.0	Urine	3325727.0	211362.0	False
sample_Sample_U_206_BC01_Yr2_GAGTGG_R1_001_fastq	EXR-KJENS1RID1-AN	14151.0	Urine	1557351.0	14151.0	True
sample_Sample_U_206_GC03_Yr2_ACTTGA_R1_001_fastq	EXR-KJENS1RID1-AN	25189.999999999996	Urine	8009024.0	25190.0	True
